000277.OF,002750.OF,002870.OF,003931.OF,004242.OF,005451.OF,005452.OF,005500.OF,005577.OF,005578.OF,006055.OF,007496.OF,007535.OF,007567.OF,007568.OF,007589.OF,007680.OF,007736.OF,007761.OF,007948.OF,007957.OF,007970.OF,007979.OF,007990.OF,007991.OF,007999.OF,008000.OF,008002.OF,008003.OF,008004.OF,008014.OF,008017.OF,008018.OF,008019.OF,008046.OF,008047.OF,008048.OF,008049.OF,008117.OF,008160.OF,008214.OF,008215.OF,160128.OF,160129.OF,161911.OF,163210.OF,163211.OF,164702.OF,164810.OF
博时双月薪,工银瑞信泰享三年,兴业增益五年,工银瑞信丰实,兴业稳康三年,鹏扬双利A,鹏扬双利C,银华岁盈定期开放,交银丰晟收益A,交银丰晟收益C,鹏扬淳合,农银汇理丰泽三年定开债,中欧盈和5年定开债,南方恒新39个月定开债A,南方恒新39个月定开债C,嘉实致元42个月定开,中加享利三年定开,民生加银聚鑫三年定开,鑫元安睿三年定开债,汇添富盛安39个月定开,华宝宝惠39个月定开债,国寿安保安泽39个月定开,万家惠享39个月定开债,富国汇远三年定开债A,富国汇远三年定开债C,国联安恒利63个月定期开放A,国联安恒利63个月定期开放C,银华稳晟39个月定开,大成通嘉三年定开A,大成通嘉三年定开C,天弘鑫利三年定开债,国泰惠信三年定开,华富安兴39个月定开债A,华富安兴39个月定开债C,中融睿嘉39个月定开A,中融睿嘉39个月定开C,中融睿享86个月定期开放A,中融睿享86个月定期开放C,博时稳欣39个月定开债,前海联合淳安3年定开债券,华安鑫福定开债A,华安鑫福定开债C,南方金利,南方金利C,万家强债,诺安纯债,诺安纯债C,添富季红,工银纯债
