000970.OF,005549.OF,006696.OF,006977.OF,007207.OF,007639.OF,160526.OF,160645.OF,161132.OF,161729.OF,165531.OF,166024.OF,168102.OF,168601.OF,169102.OF,169103.OF,169106.OF,501049.OF,501053.OF,501054.OF,501062.OF,501064.OF,501065.OF,501066.OF,501070.OF,501071.OF,501087.OF,501088.OF
东方红睿元三年定期,富国成长优选三年定开,汇添富3年研究优选,农银汇理海棠三年定开,华夏常阳三年定开,汇添富3年封闭竞争优势,博时优势,鹏华回报,易基科顺,招商瑞利,信诚多策略,中欧恒利,九泰锐富,汇安裕阳三年定期开放,东证睿阳,东证睿轩,东证创优,东方红睿玺,东方红目标优选,东方红睿泽,南方瑞合LOF,国泰价值,经典成长,东方红恒元,广发睿阳,泓德丰泽,交银瑞丰,嘉实瑞虹
